First_Name,DOI,Researcher ID,Annee_Bibliographique,Year of first pub,gender,Paper ID,Author order,nb_auteur,Discipline of paper,Specialty of paper,Relative citation rate,ERegroupement,disc_origin,spec_origin,Country of origin
chelsea,10.1016/j.jacr.2017.09.043,31265887,2018,2018,F,62060322,4,10,Clinical Medicine,Radiology & Nuclear Medicine,2.153,United States,Clinical Medicine,Radiology & Nuclear Medicine,United States
elisia,10.1016/j.jacr.2017.09.043,21475408,2018,2018,UNK,62060322,5,10,Clinical Medicine,Radiology & Nuclear Medicine,2.153,United States,Clinical Medicine,Radiology & Nuclear Medicine,United States
nolan edward,10.1016/j.jacr.2017.09.043,49797184,2018,2013,M,62060322,7,10,Clinical Medicine,Radiology & Nuclear Medicine,2.153,United States,Professional Fields,Law,United States
jamie l.,10.1016/j.jacr.2017.09.043,42785982,2018,2018,UNI,62060322,8,10,Clinical Medicine,Radiology & Nuclear Medicine,2.153,United States,Clinical Medicine,Radiology & Nuclear Medicine,United States
jan m.,10.1016/j.jacr.2017.09.043,6731359,2018,2010,UNI,62060322,9,10,Clinical Medicine,Radiology & Nuclear Medicine,2.153,United States,Clinical Medicine,Cancer,United States
rebecca l.,10.1016/j.jacr.2017.09.013,19720884,2018,2014,F,62060324,1,5,Clinical Medicine,Radiology & Nuclear Medicine,3.23,United States,Clinical Medicine,Radiology & Nuclear Medicine,United States
aryan,10.1016/j.jacr.2017.09.013,17754642,2018,2018,M,62060324,2,5,Clinical Medicine,Radiology & Nuclear Medicine,3.23,United States,Clinical Medicine,Radiology & Nuclear Medicine,United States
jean,10.1016/j.jacr.2017.09.013,31827876,2018,2018,M,62060324,3,5,Clinical Medicine,Radiology & Nuclear Medicine,3.23,United States,Clinical Medicine,Radiology & Nuclear Medicine,United States
lea,10.1016/j.jacr.2017.09.013,49344271,2018,2018,F,62060324,4,5,Clinical Medicine,Radiology & Nuclear Medicine,3.23,United States,Clinical Medicine,Radiology & Nuclear Medicine,United States
phil,10.1016/j.compenvurbsys.2017.09.010,44535716,2018,2010,M,62044661,1,8,Social Sciences,Planning & Urban Studies,0.0,United Kingdom,Social Sciences,Geography,New Zealand
tiphaine,10.1016/j.compenvurbsys.2017.09.010,27260476,2018,2018,UNI,62044661,4,8,Social Sciences,Planning & Urban Studies,0.0,United Kingdom,Social Sciences,Planning & Urban Studies,United Kingdom
anna,10.1016/j.compenvurbsys.2017.09.010,49498086,2018,2015,F,62044661,7,8,Social Sciences,Planning & Urban Studies,0.0,United Kingdom,Social Sciences,Planning & Urban Studies,United Kingdom
oliver,10.1016/j.compenvurbsys.2017.09.010,49619115,2018,2008,M,62044661,3,8,Social Sciences,Planning & Urban Studies,0.0,United Kingdom,Humanities,Language & Linguistics,United Kingdom
srini,10.1016/j.compenvurbsys.2017.09.010,5934149,2018,2014,UNK,62044661,5,8,Social Sciences,Planning & Urban Studies,0.0,United Kingdom,Humanities,Language & Linguistics,United Kingdom
xingkun,10.1016/j.compenvurbsys.2017.09.010,42222988,2018,2018,UNK,62044661,8,8,Social Sciences,Planning & Urban Studies,0.0,United Kingdom,Social Sciences,Planning & Urban Studies,United Kingdom
richard l.,10.1108/oir-04-2016-0116,16054156,2018,2014,M,62036480,1,2,Professional Fields,Information Science & Library Science,0.0,Australia,Professional Fields,Management,Australia
damien,10.1108/oir-04-2016-0116,2839503,2018,2003,M,62036480,2,2,Professional Fields,Information Science & Library Science,0.0,Australia,Professional Fields,Management,nan
sarah ahmed a.,10.1108/jd-06-2017-0081,21473646,2018,2018,nan,62028665,1,2,Professional Fields,Information Science & Library Science,1.955,United Kingdom,Professional Fields,Information Science & Library Science,United Kingdom
ian,10.1108/jd-06-2017-0081,8535738,2018,1998,M,62028665,2,2,Professional Fields,Information Science & Library Science,1.955,United Kingdom,Professional Fields,Information Science & Library Science,nan
ian,10.1108/jd-06-2012-0078,8535738,2013,1998,M,51228471,2,3,Professional Fields,Information Science & Library Science,2.846,United Kingdom,Professional Fields,Information Science & Library Science,nan
jan oliver,10.1080/13658816.2017.1368523,35306098,2018,2003,UNI,61982902,1,4,Social Sciences,Geography,8.817,United States,Engineering and Technology,Computers,nan
morteza,10.1080/13658816.2017.1368523,5599137,2018,2018,M,61982902,2,4,Social Sciences,Geography,8.817,United States,Social Sciences,Geography,United States
ruben,10.1257/app.20160089,35557003,2018,2007,M,62023862,1,3,Social Sciences,Economics,2.838,Spain,Social Sciences,Economics,nan
maria,10.1257/app.20160089,9570128,2018,2008,F,62023862,2,3,Social Sciences,Economics,2.838,Spain,Social Sciences,Economics,nan
konstantin,10.1257/app.20160089,38668359,2018,2003,M,62023862,3,3,Social Sciences,Economics,2.838,United States,Social Sciences,Economics,nan
madhumita,10.1108/md-04-2017-0429,27343284,2018,2018,F,62024998,1,3,Professional Fields,Management,0.0,Australia,Professional Fields,Management,Australia
chinmay,10.1108/md-04-2017-0429,37506262,2018,2007,M,62024998,2,3,Professional Fields,Management,0.0,Australia,Professional Fields,Management,nan
qiang (steven),10.1108/md-04-2017-0429,43140100,2018,2018,M,62024998,3,3,Professional Fields,Management,0.0,Australia,Professional Fields,Management,Australia
stephan,10.1080/1369118x.2017.1285951,21961512,2018,2018,M,61988314,2,6,Social Sciences,Sociology,2.32,Canada,Social Sciences,Sociology,Canada
alberto,10.1080/1369118x.2017.1285951,18907574,2018,2018,M,61988314,3,6,Social Sciences,Sociology,2.32,Canada,Social Sciences,Sociology,Canada
frederik,10.1080/1369118x.2017.1285951,47097436,2018,2013,M,61988314,4,6,Social Sciences,Sociology,2.32,Canada,Professional Fields,Communication,nan
amanda,10.1080/1369118x.2017.1285951,14115917,2018,2018,F,61988314,6,6,Social Sciences,Sociology,2.32,Canada,Social Sciences,Sociology,Canada
nilesh,10.1080/1369118x.2017.1285951,24920564,2018,2007,M,61988314,5,6,Social Sciences,Sociology,2.32,Canada,Professional Fields,Management,nan
aslaug,10.1177/0957926517725979,44931788,2018,2018,F,61969966,1,2,Social Sciences,General Social Sciences,6.237,Norway,Social Sciences,General Social Sciences,Norway
linda victoria moland,10.1177/0957926517725979,31399627,2018,2018,nan,61969966,2,2,Social Sciences,General Social Sciences,6.237,Norway,Social Sciences,General Social Sciences,Norway
thomas,10.4018/joeuc.2018010102,44179179,2018,2013,M,61967549,1,2,Professional Fields,Management,0.0,United States,Professional Fields,Management,United States
salvatore,10.4018/joeuc.2018010102,14827571,2018,2010,M,61967549,2,2,Professional Fields,Management,0.0,United States,Professional Fields,Management,United States
rebecca l.,10.1088/1361-6404/aa93bc,47480939,2018,2018,F,61956338,1,5,Physics,General Physics,0.808,United Kingdom,Physics,General Physics,United Kingdom
alvina,10.1088/1361-6404/aa93bc,28105559,2018,2018,F,61956338,2,5,Physics,General Physics,0.808,United Kingdom,Physics,General Physics,United Kingdom
laurence z. j.,10.1088/1361-6404/aa93bc,42327036,2018,2018,nan,61956338,3,5,Physics,General Physics,0.808,United Kingdom,Physics,General Physics,United Kingdom
tom,10.1088/1361-6404/aa93bc,45586639,2018,2018,M,61956338,4,5,Physics,General Physics,0.808,United Kingdom,Physics,General Physics,United Kingdom
laura k.,10.1088/1361-6404/aa93bc,38576063,2018,2009,F,61956338,5,5,Physics,General Physics,0.808,United Kingdom,Biomedical Research,General Biomedical Research,Australia
jennifer,10.1080/09540253.2016.1188198,19213219,2018,2014,F,62173782,1,3,Professional Fields,Education,2.252,Australia,Social Sciences,General Social Sciences,nan
sue,10.1080/09540253.2016.1188198,11470581,2018,2018,F,62173782,2,3,Professional Fields,Education,2.252,Australia,Professional Fields,Education,Australia
yvonne,10.1080/09540253.2016.1188198,543287,2018,2018,F,62173782,3,3,Professional Fields,Education,2.252,Australia,Professional Fields,Education,Australia
jure,10.1037/met0000105,49281241,2016,2005,M,59766427,4,4,Psychology,Miscellaneous Psychology,3.098,United States,Engineering and Technology,Computers,nan
jure,10.1145/2556612,49281241,2014,2005,M,52301186,2,2,Engineering and Technology,Computers,5.375,United States,Engineering and Technology,Computers,nan
jure,10.1145/1921632.1921634,49281241,2011,2005,M,47783581,5,5,Engineering and Technology,Computers,1.239,United States,Engineering and Technology,Computers,nan
kui,10.1016/j.vaccine.2015.02.046,1017860,2015,2013,M,54538643,7,10,Clinical Medicine,Immunology,0.627,China,Biomedical Research,General Biomedical Research,China
zhenggang,10.1016/j.vaccine.2015.02.046,13073056,2015,2011,M,54538643,3,10,Clinical Medicine,Immunology,0.627,China,Clinical Medicine,Immunology,China
zhenggang,10.2196/jmir.2911,13073056,2014,2011,M,52075821,7,9,Health,Health Policy & Services,1.405,China,Clinical Medicine,Immunology,China
hua,10.1016/j.vaccine.2015.02.046,45304126,2015,2013,M,54538643,9,10,Clinical Medicine,Immunology,0.627,China,Clinical Medicine,Immunology,China
jianmin,10.1016/j.vaccine.2015.02.046,44911323,2015,2013,M,54538643,10,10,Clinical Medicine,Immunology,0.627,China,Biomedical Research,General Biomedical Research,China
jianmin,10.2196/jmir.2911,44911323,2014,2013,M,52075821,9,9,Health,Health Policy & Services,1.405,China,Biomedical Research,General Biomedical Research,China
jian,10.1016/j.vaccine.2015.02.046,50575205,2015,2008,M,54538643,4,10,Clinical Medicine,Immunology,0.627,China,Engineering and Technology,Computers,nan
jian,10.1016/j.neucom.2012.02.051,50575205,2013,2008,M,51025582,2,5,Clinical Medicine,Neurology & Neurosurgery,0.409,China,Engineering and Technology,Computers,nan
jian,10.1016/j.patrec.2011.07.026,50575205,2012,2008,M,48126513,1,4,Engineering and Technology,Computers,0.728,China,Engineering and Technology,Computers,nan
clark c.,10.1007/s40264-016-0491-0,27232433,2017,2008,M,60251551,7,11,Clinical Medicine,Pharmacy,3.605,United States,Professional Fields,Information Science & Library Science,United States
clark c.,10.1007/s40264-015-0385-6,27232433,2016,2008,M,56883823,12,14,Clinical Medicine,Pharmacy,2.778,United States,Professional Fields,Information Science & Library Science,United States
clark c.,10.1007/s40264-014-0155-x,27232433,2014,2008,M,52535034,1,7,Clinical Medicine,Pharmacy,6.529,United States,Professional Fields,Information Science & Library Science,United States
agostino,10.1002/asi.23918,39186043,2018,2018,M,61933095,1,5,Professional Fields,Information Science & Library Science,0.0,Italy,Professional Fields,Information Science & Library Science,Italy
silvia,10.1002/asi.23918,48061486,2018,2018,F,61933095,4,5,Professional Fields,Information Science & Library Science,0.0,Italy,Professional Fields,Information Science & Library Science,Italy
matteo,10.1002/asi.23918,18419039,2018,2018,M,61933095,5,5,Professional Fields,Information Science & Library Science,0.0,Italy,Professional Fields,Information Science & Library Science,Italy
alexia,10.1097/nne.0000000000000441,47275480,2018,2018,F,61932409,1,3,Professional Fields,Education,2.252,Canada,Professional Fields,Education,Canada
glenda,10.1097/nne.0000000000000441,33777595,2018,2018,F,61932409,2,3,Professional Fields,Education,2.252,Canada,Professional Fields,Education,Canada
mariel,10.1097/nne.0000000000000441,7659707,2018,2018,F,61932409,3,3,Professional Fields,Education,2.252,Canada,Professional Fields,Education,Canada
xuanhua,10.1109/tkde.2017.2745562,40114560,2018,2004,UNK,61927384,1,7,Engineering and Technology,Electrical Engineering & Electronics,0.0,China,Engineering and Technology,Computers,nan
xuan,10.1109/tkde.2017.2745562,11964995,2018,2015,M,61927384,2,7,Engineering and Technology,Electrical Engineering & Electronics,0.0,China,Engineering and Technology,Computers,China
junling,10.1109/tkde.2017.2745562,20428117,2018,2015,M,61927384,3,7,Engineering and Technology,Electrical Engineering & Electronics,0.0,China,Engineering and Technology,Computers,China
peng,10.1109/tkde.2017.2745562,49914156,2018,2018,M,61927384,4,7,Engineering and Technology,Electrical Engineering & Electronics,0.0,China,Engineering and Technology,Electrical Engineering & Electronics,China
hai,10.1109/tkde.2017.2745562,18735843,2018,2002,M,61927384,7,7,Engineering and Technology,Electrical Engineering & Electronics,0.0,China,Engineering and Technology,Computers,nan
hai,10.1007/s11432-016-5551-7,18735843,2017,2002,M,59663061,2,3,Engineering and Technology,Computers,1.025,China,Engineering and Technology,Computers,nan
hai,10.1016/j.future.2015.10.012,18735843,2016,2002,M,57736619,3,4,Engineering and Technology,Computers,3.857,China,Engineering and Technology,Computers,nan
hai,10.1109/tmm.2016.2537216,18735843,2016,2002,M,57064945,4,4,Engineering and Technology,Electrical Engineering & Electronics,2.908,China,Engineering and Technology,Computers,nan
sheng,10.1109/tkde.2017.2745562,50262951,2018,2012,M,61927384,5,7,Engineering and Technology,Electrical Engineering & Electronics,0.0,United States,Engineering and Technology,Computers,China
bingsheng,10.1109/tkde.2017.2745562,14079323,2018,2006,M,61927384,6,7,Engineering and Technology,Electrical Engineering & Electronics,0.0,Singapore,Engineering and Technology,Electrical Engineering & Electronics,nan
bichen,10.1109/tkde.2017.2754253,31999108,2018,2018,UNK,61927385,1,4,Engineering and Technology,Electrical Engineering & Electronics,0.932,Ireland,Engineering and Technology,Electrical Engineering & Electronics,Ireland
gevorg,10.1109/tkde.2017.2754253,22223196,2018,2018,UNK,61927385,2,4,Engineering and Technology,Electrical Engineering & Electronics,0.932,Ireland,Engineering and Technology,Electrical Engineering & Electronics,Ireland
georgiana,10.1109/tkde.2017.2754253,5116422,2018,2014,F,61927385,3,4,Engineering and Technology,Electrical Engineering & Electronics,0.932,Ireland,Biomedical Research,General Biomedical Research,Ireland
neil,10.1109/tkde.2017.2754253,45667261,2018,2018,M,61927385,4,4,Engineering and Technology,Electrical Engineering & Electronics,0.932,Ireland,Engineering and Technology,Electrical Engineering & Electronics,Ireland
polina,10.1016/j.chb.2017.09.032,22141314,2018,2018,F,61898771,2,5,Psychology,Human Factors,5.062,Russia,Psychology,Human Factors,Russia
roman,10.1016/j.chb.2017.09.032,29178247,2018,2018,M,61898771,3,5,Psychology,Human Factors,5.062,Russia,Psychology,Human Factors,Russia
viktor,10.1016/j.chb.2017.09.032,26998607,2018,2018,M,61898771,4,5,Psychology,Human Factors,5.062,Russia,Psychology,Human Factors,Russia
tim,10.1080/1369118x.2016.1259343,14588107,2018,2018,M,61895757,2,2,Social Sciences,Sociology,6.959,Australia,Social Sciences,Sociology,Australia
tim,10.1177/1461444815576703,14588106,2016,2011,M,57667712,1,1,Professional Fields,Communication,1.461,Australia,Social Sciences,General Social Sciences,nan
tim,10.1177/0002764213479374,14588106,2013,2011,M,50650917,2,3,Social Sciences,General Social Sciences,6.235,Australia,Social Sciences,General Social Sciences,nan
tim,10.1080/1369118x.2013.782328,14588106,2013,2011,M,50591420,2,2,Social Sciences,Sociology,4.082,Australia,Social Sciences,General Social Sciences,nan
tim,10.1080/1369118x.2012.756053,14588106,2013,2011,M,50486843,1,3,Social Sciences,Sociology,8.164,Australia,Social Sciences,General Social Sciences,nan
